des,year,month,day_of_year,days_from_now,dist_km,diameter_km,v_rel,h,threat_score,kinetic_energy_megatons,india_visible,best_observatory,threat_category
2023 UO,2023,11,319,-862.1256851665626,2461483.3402863867,3.371045547835291e-05,6.803178955315,25.01,9.31707550203167e-11,1.6641232746565e-10,0,0,watch
2023 XN,2023,11,319,-862.0131851665626,6783042.931782469,6.542814696515531e-05,13.8773281672904,23.57,1.3385848739933703e-10,5.062597747476477e-09,0,0,monitor
2023 VL6,2023,11,319,-861.738879611007,3358311.5924400208,1.5913460135492156e-05,5.06099166448713,26.64,2.3981660689310332e-11,9.687973643588836e-12,1,0,watch
2023 WC,2023,11,319,-861.2319351665626,4606962.068480432,3.249111538962028e-05,9.09880682243685,25.09,6.417035303986585e-11,2.6652048429334453e-10,1,0,watch
2021 TN3,2023,11,319,-861.2215184998959,6526580.285990185,3.0044475069997907e-05,6.25950239858918,25.26,2.8815008093702245e-11,9.973356079223132e-11,1,0,monitor
2023 XE3,2023,11,320,-861.1298518332293,2162461.615998951,1.0562448891049941e-05,2.54101559830854,27.53,1.2411479209584114e-11,7.14128501719703e-13,1,0,watch
2019 VL5,2023,11,320,-861.0847129443404,3269989.38314832,2.279106504162382e-05,8.22077096801063,25.86,5.729686059219991e-11,7.509081228968014e-11,1,0,watch
2023 WA,2023,11,321,-859.9867962776736,27378.743052509246,6.788356167066584e-06,17.9468199890186,28.49,4.449780836104624e-09,9.456636988040585e-12,1,0,watch
2023 WU,2023,11,321,-859.9090184998959,745094.5731805785,1.2524621799119891e-05,9.17477143084689,27.16,1.5422276097678414e-10,1.5522162000213347e-11,1,0,watch
2023 VG5,2023,11,321,-859.882629611007,2199649.32958244,2.4421066179025817e-05,23.2867852677023,25.71,2.58535811354656e-10,7.412774374555256e-10,0,2,watch
2023 VX4,2023,11,321,-859.8736018332293,2694549.830386811,1.046561177754948e-05,3.94406933678809,27.55,1.531873637558068e-11,1.6735966083429367e-12,0,2,watch
2023 VX7,2023,11,321,-859.8680462776737,957404.7780231158,1.3236239613589e-05,10.8234078974771,27.04,1.4963495446766978e-10,2.549703947020087e-11,0,2,watch
2023 VK4,2023,11,321,-859.5347129443403,4703316.353732163,2.310812033876761e-05,11.8583246000294,25.83,5.826178195651355e-11,1.6285772846318245e-10,0,2,watch
2023 VR9,2023,11,321,-859.4923518332292,1249828.0294758629,1.008706038118304e-05,7.74424811226199,27.63,6.250195744770509e-11,5.777237501668434e-12,0,2,watch
2023 VW7,2023,11,321,-859.1687407221182,2806757.6472818446,1.769149852345745e-05,10.0661666674895,26.41,6.344885989968922e-11,5.266110141759713e-11,0,2,watch
2023 XC10,2023,11,322,-859.0319351665626,6434090.2686080355,3.978914623831893e-05,10.5078845634382,24.65,6.498195363996178e-11,6.52818255818342e-10,1,2,monitor
2023 WB,2023,11,322,-858.6479073887848,667053.5030870875,1.6663438406143788e-05,12.6025676710201,26.54,3.1482048917129434e-10,6.897310555731274e-11,0,4,watch
2019 LB1,2023,11,322,-858.3624907221181,6033061.612811896,1.3482319680622481e-05,4.16197874981826,27.0,9.300937336665788e-12,3.984386147459607e-12,0,2,monitor
2023 WA2,2023,11,322,-858.2319351665626,1513325.1217018776,3.34013961648375e-05,12.9757920494246,25.03,2.863955435484806e-10,5.888835982358634e-10,0,2,watch
2016 DK1,2023,11,323,-857.882629611007,2022611.4805435904,1.0709387191897302e-05,6.75130462546159,27.5,3.574702110614127e-11,5.254569165879627e-12,1,2,watch
2023 WY1,2023,11,323,-857.7708240554515,677146.6081672864,9.588807952252952e-06,8.24333993286568,27.74,1.1673070875348649e-10,5.623000514542946e-12,1,2,watch
2021 WB2,2023,11,323,-857.7347129443403,4217899.965975404,4.0715954514505866e-05,16.2537147451828,24.6,1.568992900720859e-10,1.673658978612018e-09,1,4,watch
2023 WE2,2023,11,323,-857.7187407221181,242746.6054468361,1.3236239613589e-05,7.26175951332102,27.04,3.959618251206703e-10,1.147745052269586e-11,1,4,watch
2025 DJ29,2023,11,323,-857.6027684998959,6539401.808352872,1.7529301890064892e-05,3.56203353604983,26.43,9.54826802601384e-12,6.414424718829311e-12,1,3,monitor
2023 VT7,2023,11,323,-857.4340184998958,5740365.368338784,5.2452310150070155e-05,10.5975042729594,24.05,9.683418132369205e-11,1.5211390142447626e-09,0,3,monitor
2022 VR1,2023,11,323,-857.3840184998959,3106431.6822827086,3.730479180106559e-05,6.07840564674007,24.79,7.29948958566614e-11,1.8002841749056691e-10,0,3,watch
2023 VB10,2023,11,323,-857.2409629443404,5429230.36611691,1.8869683703870573e-05,11.3741182983064,26.27,3.9531572658787915e-11,8.158253319866499e-11,0,0,monitor
2023 WC2,2023,11,323,-857.1562407221181,3296338.208584846,3.219323505323276e-05,6.74490776233396,25.11,6.587321666195537e-11,1.42466821332646e-10,0,0,watch
2023 WF2,2023,11,324,-856.945129611007,994012.098822857,1.0660182027329617e-05,8.0255320107534,27.51,8.606900479592497e-11,7.323342860985604e-12,0,0,watch
2023 VE7,2023,11,324,-856.9187407221182,5385606.685089915,3.852694922210477e-05,19.6724836407395,24.72,1.407308076168588e-10,2.077208496045079e-09,0,0,monitor
2023 VE4,2023,11,324,-856.401379611007,5085078.02625564,3.5955441058116554e-05,11.6166135803515,24.87,8.213845740943341e-11,5.887362682060334e-10,1,0,monitor
2023 WZ1,2023,11,324,-856.2902684998959,157392.54391343222,5.517783047182468e-06,16.5230437454731,28.94,5.792559698175453e-10,4.304689291391e-12,1,0,watch
2023 WQ2,2023,11,324,-856.1694351665626,6829556.502269046,4.0715954514505866e-05,12.9967864230215,24.6,7.748329846289105e-11,1.0701229275899432e-09,1,0,monitor
2023 VW5,2023,11,325,-856.0465184998959,1701447.4550332075,2.7527363674091722e-05,11.1847251646825,25.45,1.8095533675882547e-10,2.4491328213211176e-10,1,0,watch
2023 WG2,2023,11,325,-855.9749907221182,772017.7183993856,1.4919855621767028e-05,22.9614138145894,26.78,4.437475602186819e-10,1.6434593091743728e-10,0,2,watch
2023 WW2,2023,11,325,-855.7861018332293,6544957.212873847,3.713339185195154e-05,13.5979452003717,24.8,7.71491410995873e-11,8.886040286411126e-10,0,2,monitor
2023 WV,2023,11,326,-854.5069351665626,878577.7295977847,1.4647537566824932e-05,14.0489508788155,26.82,2.3422234463663904e-10,5.821695586125222e-11,0,2,watch
2023 WJ1,2023,11,326,-854.4423518332293,4496926.962873821,1.8696685403817417e-05,4.93145976422751,26.29,2.050332428223884e-11,1.4918071788154157e-11,0,2,watch
2023 VC7,2023,11,327,-853.8159629443403,4077972.54816696,2.279106504162382e-05,8.14399742117035,25.86,4.551535664656241e-11,7.369481950816058e-11,0,2,watch
2023 VH6,2023,11,327,-853.6479073887848,2621661.199811067,2.5690030538448946e-05,7.32767440690543,25.6,7.180492250592014e-11,8.544645165771914e-11,0,2,watch
2019 UT6,2023,11,328,-852.8166573887847,3462468.3422890864,0.00014117721831528304,13.2037962352636,21.9,5.383659977274926e-10,4.604254610880406e-08,0,2,watch
2023 XN14,2023,11,328,-852.813879611007,6738018.247831568,6.42339486986506e-05,9.73535144015641,23.61,9.280771318355932e-11,2.3575720405268182e-09,0,4,monitor
2023 XV10,2023,11,328,-852.1555462776737,5052533.517828892,2.778207123415953e-05,6.78204820044625,25.43,3.72920527005759e-11,9.257281040318577e-11,1,2,monitor
2019 CZ2,2023,11,329,-851.3694351665625,1057055.4540665373,4.0715954514505866e-05,5.83513611016832,24.6,2.2475938753598176e-10,2.1570672555733503e-10,0,2,watch
2023 VH5,2023,11,329,-851.3097129443404,6866287.540942992,3.146042755699839e-05,9.03780562301181,25.16,4.1410038158399993e-11,2.3871939104681485e-10,0,2,monitor
2023 XP5,2023,11,329,-851.2284629443403,6650242.570196539,2.498990588502169e-05,10.5231206151017,25.66,3.9543188238974455e-11,1.6219998179438737e-10,0,2,monitor
2023 WN2,2023,11,330,-850.9555462776736,2832128.53942515,7.273854683840596e-05,14.8768114202125,23.34,3.8208634574012024e-10,7.994318011420417e-09,1,2,watch
2023 WT2,2023,11,330,-850.9409629443403,824730.8970257153,9.457244574964496e-06,13.5512363831105,27.77,1.5539293753928234e-10,1.4578725092339222e-11,1,2,watch
2023 XD2,2023,11,330,-850.6270740554514,5696979.960418529,3.0044475069997907e-05,10.8656180673965,25.26,5.730260478606812e-11,3.005180589917432e-10,1,3,monitor
2023 VM1,2023,11,330,-850.5124907221182,4164212.162633391,4.034266839977327e-05,8.8532527928581,24.62,8.576984738831735e-11,4.830225816240272e-10,0,3,watch
2023 XT20,2023,11,330,-850.3645740554515,4711656.89853942,2.557199556989826e-05,16.5681603464685,25.61,8.992185384139377e-11,4.308343110228584e-10,0,0,watch
2023 XQ,2023,11,331,-849.3812407221182,2803972.2960320907,2.9632249418097304e-05,10.7988043212151,25.29,1.1412126414954085e-10,2.847823358492706e-10,0,0,watch
2013 UB3,2023,11,331,-849.1666573887848,7090413.888545143,2.342958631444978e-05,5.41042083924023,25.8,1.7878211913026565e-11,3.5336521768186846e-11,0,0,monitor
2023 XK3,2023,11,332,-849.1069351665626,1131935.0548589553,1.3236239613589e-05,18.0315712673841,27.04,2.108514944210665e-10,7.07666846791092e-11,0,0,watch
2023 XM2,2023,11,332,-848.8569351665626,1227699.2645579628,1.5767564656023233e-05,6.46060991047992,26.66,8.297478659605986e-11,1.5357083411355024e-11,1,0,watch
2023 WE1,2023,11,332,-848.757629611007,2979108.937687755,1.5623006754349947e-05,13.0405318593096,26.68,6.838699811912115e-11,6.0862854001019e-11,1,0,watch
2023 XN1,2023,11,332,-848.7444351665625,4392783.766235215,1.7610213471316063e-05,12.2816153703543,26.42,4.923571929649013e-11,7.7316589566367e-11,1,0,watch
2023 XW1,2023,11,332,-848.651379611007,2108369.254681264,1.0660182027329617e-05,5.42073624288489,27.51,2.7407929110610975e-11,3.341013705342031e-12,1,0,watch
2023 XG3,2023,11,332,-848.3124907221181,2219015.1264416436,2.8039135574263564e-05,18.4652661395223,25.41,2.333242773027758e-10,7.054607367704344e-10,1,0,watch
2023 VR5,2023,11,332,-848.2506851665626,2037205.9961256976,9.812159981866408e-06,3.0256106199887,27.69,1.4572790136403743e-11,8.116854786796626e-13,0,2,watch
2023 XQ2,2023,11,333,-848.0736018332292,3756925.342983953,2.3755524327320923e-05,8.70146640740419,25.77,5.5020496297719205e-11,9.526790181296932e-11,0,2,watch
2023 XG,2023,11,333,-847.9506851665626,3983407.9581207335,2.0785698358426472e-05,5.19316366961481,26.06,2.709828737036451e-11,2.2731375961677858e-11,0,2,watch
2023 XF3,2023,11,333,-847.7673518332292,5544562.633691392,1.8020408037765885e-05,9.26667921179071,26.37,3.0117675925752e-11,4.71639274745172e-11,0,2,monitor
2023 XA3,2023,11,333,-847.745129611007,2300330.064179136,1.1634952658513632e-05,7.23539497686412,27.32,3.659626039426734e-11,7.739023985322001e-12,0,2,watch
2023 VY8,2023,11,333,-847.3520740554515,6528580.035263894,3.234183227462154e-05,19.9530419179456,25.1,9.88450676246638e-11,1.264095643049845e-09,0,2,monitor
2023 XR4,2023,11,333,-847.1881851665626,3450586.9130676882,1.3420374048556736e-05,8.56479970373956,27.01,3.331109129286205e-11,1.6641640142155053e-11,1,2,watch
2023 XG4,2023,11,334,-846.9937407221181,175492.56576373332,8.990102027741125e-06,8.81600521957939,27.88,4.5162475148845273e-10,5.300360170943824e-12,0,2,watch
2023 XA1,2023,11,334,-846.9881851665625,4098080.9670777577,5.125834980376684e-05,11.0154668883206,24.1,1.377802585037688e-10,1.533795726183664e-09,1,2,watch
2023 XF6,2023,11,334,-846.9604073887848,7424154.8806209145,2.6777166591871575e-05,10.8351569813214,25.51,3.9079842514500216e-11,2.1155929944363005e-10,1,2,monitor
2023 XC4,2023,11,334,-846.8305462776736,3749830.4290465605,3.08862100406124e-05,14.9357835588401,25.2,1.2302149573114277e-10,6.169042006115533e-10,0,4,watch
2023 WC1,2023,11,334,-846.7715184998959,2160054.1006546617,1.7130286264342424e-05,7.77453417491416,26.48,6.16558612804323e-11,2.8517434878720434e-11,0,3,watch
2020 XN2,2023,11,334,-846.5874907221181,6003655.496661091,7.141091873686783e-05,13.7890671689114,23.38,1.640150664214453e-10,6.498774666488418e-09,0,3,monitor
2023 XJ7,2023,11,334,-846.170129611007,3442368.8522563186,1.142259083963068e-05,7.29020097712477,27.36,2.41906043409004e-11,7.434310690245383e-12,0,1,watch
2023 XS12,2023,12,335,-846.0979073887847,1012019.4960014207,2.2375081223848856e-05,8.44158450493291,25.9,1.8663784611081508e-10,7.492204954505845e-11,1,1,watch
2023 XB1,2023,12,335,-846.0104073887848,5319388.699448329,0.00010808479931535021,15.1655971086034,22.48,3.0815016773465934e-10,2.7257168136391195e-08,1,1,monitor
2023 WD3,2023,12,335,-845.9104073887847,3071872.288461598,3.219323505323276e-05,14.0864484493199,25.11,1.4762604151792711e-10,6.213906656349607e-10,1,1,watch
2023 VM7,2023,12,335,-845.7583240554515,2456928.6196852336,1.0274592835054924e-05,3.19740464143919,27.59,1.33711783714381e-11,1.0407751318522626e-12,1,0,watch
2023 XE,2023,12,335,-845.6541573887848,4995370.714288091,1.7610213471316063e-05,7.33772903179312,26.42,2.586774476515816e-11,2.759847243512582e-11,1,0,watch
2023 XU2,2023,12,335,-845.3319351665625,4393309.7036744,3.046243535195271e-05,15.8821005157189,25.23,1.101236864336387e-10,6.692333655143859e-10,0,0,watch
2023 XG1,2023,12,336,-844.5986018332293,1556261.9638237888,5.4420762255997455e-05,13.8136191237368,23.97,4.830470060327829e-10,2.8865338785174776e-09,1,0,watch
2023 XM1,2023,12,336,-844.4694351665626,3081334.9271413577,4.322794801515621e-05,14.2318969797871,24.47,1.9965882234361604e-10,1.5356324731308261e-09,1,0,watch
2023 XJ,2023,12,336,-844.3347129443404,105642.81955578057,6.248339526884429e-06,15.7337294059343,28.67,9.305855690503845e-10,5.667937570795726e-12,1,0,watch
2023 XU,2023,12,336,-844.2965184998959,477104.3821860331,4.0903890821529486e-06,11.6613738244542,29.59,9.997719148144937e-11,8.734964409086428e-13,1,0,watch
2023 XD12,2023,12,337,-843.8583240554515,7274501.35810645,3.546211391244255e-05,8.57645693515339,24.9,4.1808954020009246e-11,3.0787719919458216e-10,1,0,monitor
2023 XO3,2023,12,337,-843.7472129443404,522967.6807914916,1.0611202939957311e-05,5.7587762410107,27.52,1.1684764780623752e-10,3.718965187325007e-12,0,2,watch
1998 WB2,2023,12,337,-843.6208240554514,4211555.761887267,0.0001444656581717192,14.2056041430187,21.85,4.872835760171589e-10,5.7105918511700964e-08,0,2,watch
2023 XL1,2023,12,337,-843.3881851665626,4019422.839905564,1.6973234855868285e-05,6.19076122380167,26.5,2.6142371274045174e-11,1.7589350859691645e-11,0,2,watch
2023 XW9,2023,12,337,-843.2756851665625,2721784.415842302,1.975898449901369e-05,15.672309674084,26.17,1.1377422918270908e-10,1.7783928902439185e-10,0,2,watch
2023 XL2,2023,12,337,-843.1444351665625,110908.17702950527,3.1315880022431413e-06,7.82280038302522,30.17,2.2088351354749616e-10,1.7639497181238132e-13,0,2,watch
2023 XA,2023,12,338,-842.9319351665625,2043462.5503584305,1.9309215100725088e-05,6.73906373676323,26.22,6.367918572710463e-11,3.0687452151895676e-11,0,2,watch
2023 XX2,2023,12,338,-842.6645740554515,575294.6886405117,1.2757471903218383e-05,19.4155712928012,27.12,4.3055082924226803e-10,7.34618823831581e-11,0,2,watch
2023 XG7,2023,12,338,-842.663879611007,5018073.486537591,1.4580238244877547e-05,4.50206177031119,26.83,1.3080942991447482e-11,5.896368310158754e-12,0,2,monitor
2023 XP,2023,12,338,-842.6444351665625,5643820.376483312,2.0406316607619012e-05,8.13908307169066,26.1,2.942841815956631e-11,5.2833899635297344e-11,0,2,monitor
2023 XB,2023,12,338,-842.5777684998959,415282.57524398214,5.777828150656051e-06,14.4223686417842,28.84,2.006584733026247e-10,3.765606099923122e-12,0,2,watch
2013 VX4,2023,12,338,-842.4479073887848,1957593.8688939705,5.831289736304726e-05,6.5774438253983,23.82,1.959292030876473e-10,8.051485218422253e-10,0,2,watch
2023 XR1,2023,12,339,-842.0479073887848,3726165.64492194,2.126985946983937e-05,12.8231785955476,26.01,7.319782121217627e-11,1.4850910696052171e-10,1,2,watch
2023 XJ2,2023,12,339,-842.0291573887848,781575.4397284058,4.6748170628532225e-05,6.12048330361614,24.3,3.6608289265839253e-10,3.5919736297478606e-10,1,2,watch
2023 XW10,2023,12,339,-841.7277684998959,2771510.3145735613,2.6654136686873303e-05,24.235933978976,25.52,2.3308154171854793e-10,1.0439536717655758e-09,0,3,watch
2023 WW,2023,12,339,-841.6242962776737,2975120.6311933743,3.852694922210477e-05,8.51872620053741,24.72,1.1031503338856924e-10,3.895031948753756e-10,0,3,watch
2023 XD1,2023,12,339,-841.3742962776737,4990958.757705559,1.2296021688389236e-05,7.64983715955532,27.2,1.8846592046330695e-11,1.0210948496068166e-11,0,0,watch
2023 XZ,2023,12,339,-841.3708240554514,1301089.374504756,6.9145611308180755e-06,8.68175850933923,28.45,4.6138682793160177e-11,2.338713956572961e-12,0,0,watch
2023 XT10,2023,12,339,-841.1986018332292,1567849.5868237286,8.16139918917992e-06,5.1696056862472,28.09,2.6910244458839983e-11,1.3635671855656547e-12,0,0,watch
2023 XK2,2023,12,340,-841.095129611007,3596976.390939109,1.4783069563234703e-05,5.85537719155999,26.8,2.4064780786400914e-11,1.0396124168294083e-11,0,0,watch
2023 TB27,2023,12,340,-841.0367962776737,6519940.147090097,3.997280459271138e-05,4.25098032048803,24.64,2.6062141959104938e-11,1.0832779256925916e-10,1,0,monitor
2023 XK,2023,12,340,-840.9472129443403,6400806.988383886,3.102877430865432e-05,8.90772831124059,25.19,4.318141319897552e-11,2.2248238395235765e-10,1,0,monitor
2023 XL,2023,12,340,-840.7173518332293,6171019.057458492,2.557199556989826e-05,8.00995141663128,25.61,3.31923204634461e-11,1.0069814456656374e-10,1,0,monitor
2023 YJ,2023,12,340,-840.6340184998959,2309126.6226182077,9.073286417621575e-06,2.64254259254091,27.86,1.0383382867805701e-11,4.89559741264255e-13,1,0,watch
2023 XC1,2023,12,340,-840.6131851665625,2284600.4439711315,1.7130286264342424e-05,9.04980857139766,26.48,6.785685955486955e-11,3.864030004766286e-11,1,0,watch
2023 XK1,2023,12,340,-840.5916573887848,2294450.274836625,1.6510667084560306e-05,7.45539835269264,26.56,5.364840612762999e-11,2.3480287560406354e-11,1,0,watch
2023 XF1,2023,12,340,-840.5416573887848,1958379.6780548387,1.5479774167485416e-05,11.1810062210203,26.7,8.837890487025224e-11,4.35234669631173e-11,0,2,watch
2023 XU10,2023,12,340,-840.3520740554515,2423143.733751103,9.948660724284166e-06,6.3932674464181,27.66,2.624873128989446e-11,3.777525889346543e-12,0,2,watch
2023 XJ1,2023,12,340,-840.3506851665626,98204.8111806534,1.008706038118304e-05,20.0423655472121,27.63,2.0586420260466714e-09,3.8695428680232936e-11,0,2,watch
139622,2023,12,340,-840.2652684998959,5526862.2508095475,0.0006882791608224602,6.65965982897154,18.46,8.293503384811484e-10,1.3572685849018394e-06,0,2,monitor
2023 XD,2023,12,341,-840.0979073887847,733400.9304707692,1.418288627471135e-05,9.93695144566849,26.89,1.9216590328127746e-10,2.6440401161088358e-11,0,2,watch
2023 XT,2023,12,341,-839.9624907221181,821314.5294291254,6.106109954840887e-06,8.44250222324301,28.72,6.276626678568821e-11,1.5230146186572482e-12,0,2,watch
2023 XS10,2023,12,341,-839.8604073887848,1135492.588419492,2.3755524327320923e-05,12.7266825736958,25.77,2.662536246989845e-10,2.0379434505427654e-10,0,2,watch
2023 XG2,2023,12,341,-839.776379611007,590949.149810387,4.322794801515622e-06,4.28603538439224,29.47,3.1352361679016874e-11,1.3927501338492014e-13,0,2,watch
2023 XQ12,2023,12,341,-839.4631851665625,6602999.105219898,3.645563106800847e-05,19.6286433958968,24.84,1.083711462933e-10,1.7520329704756615e-09,0,2,monitor
2023 XY,2023,12,341,-839.4034629443404,5509244.65754471,1.8696685403817417e-05,8.27680503717294,26.29,2.8088935879228183e-11,4.2023009878840445e-11,0,2,monitor
2023 XS17,2023,12,341,-839.2624907221182,2559971.9689653683,3.449567285759095e-05,5.79353541509455,24.96,7.806800417769442e-11,1.2931503948843088e-10,1,2,watch
2023 XH,2023,12,341,-839.2041573887848,1523678.5001353556,1.555122555859944e-05,6.20809273437683,26.69,6.336208746951542e-11,1.3604359376884961e-11,1,2,watch
2023 XQ1,2023,12,341,-839.1666573887848,990546.7133648186,1.1317867897345566e-05,11.8613638827347,27.38,1.3552652055258966e-10,1.91439240825362e-11,1,2,watch
2023 XE2,2023,12,342,-838.8645740554515,5074712.902185915,1.6895249925511025e-05,5.8703005348841,26.51,1.954400112605511e-11,1.559848344536485e-11,0,3,monitor
2023 VF12,2023,12,342,-838.8215184998959,4959680.23368784,2.0881640782838935e-05,4.12583428753026,26.05,1.7370916160388417e-11,1.4547396165726804e-11,0,3,watch
2023 XQ10,2023,12,342,-838.4416573887847,222850.7339924796,1.7855195943820815e-05,10.6005990660347,26.39,8.493387930789624e-10,6.003748934996514e-11,0,0,watch
2023 XU5,2023,12,342,-838.4069351665626,370845.44447450584,1.2296021688389236e-05,8.6064646460822,27.2,2.853622109300496e-10,1.2924426549242543e-11,0,0,watch
2023 XD3,2023,12,342,-838.3590184998959,794452.321987454,1.3236239613589e-05,5.24872487160271,27.04,8.744814275643185e-11,5.996106272431762e-12,0,0,watch
2023 WG,2023,12,342,-838.3458240554514,6720922.499704103,3.219323505323276e-05,6.57580782054769,25.11,3.149813538857177e-11,1.354128657895562e-10,0,0,monitor
2023 XR,2023,12,342,-838.2367962776736,5373832.062960809,2.3755524327320923e-05,15.6357280028263,25.77,6.911918954569347e-11,3.0760820706438494e-10,0,0,monitor
2023 XT3,2023,12,342,-838.2208240554514,810744.9908085227,9.457244574964496e-06,14.888496108003,27.77,1.7367254888170596e-10,1.7598002216137747e-11,0,0,watch
2023 XC,2023,12,342,-838.1659629443403,805808.0916188086,6.851168053328401e-06,5.83787585637648,28.47,4.963498006846046e-11,1.0286589648722403e-12,0,0,watch
2023 XW5,2023,12,343,-838.0499907221181,74186.19574462403,6.1910544057732475e-06,5.91749793947082,28.69,4.93832461977534e-10,7.798982311410259e-13,1,0,watch
2023 XS3,2023,12,343,-837.9812407221182,4559123.187751493,2.0126331447390137e-05,6.24412000326554,26.13,2.7564780245602583e-11,2.983349861071295e-11,1,0,watch
2023 XB4,2023,12,343,-837.8812407221182,296661.2183479838,7.830051536152842e-06,10.0733543934036,28.18,2.658752784793109e-10,4.572039050181183e-12,1,0,watch
2023 XW2,2023,12,343,-837.551379611007,2491771.4804668673,1.1796810972974223e-05,9.56207242974865,27.29,4.5269785711849535e-11,1.4088532644513485e-11,0,2,watch
2023 XP2,2023,12,344,-836.9284629443404,2238901.1998589337,1.7529301890064892e-05,10.2534179552698,26.43,8.027833419101334e-11,5.3149480743619056e-11,0,2,watch
2023 WH,2023,12,344,-836.8652684998959,4547358.792211383,3.6792950869134356e-05,8.94042682296332,24.82,7.233752599636292e-11,3.7366137731835643e-10,0,2,watch
2020 HX3,2023,12,344,-836.745129611007,3763384.547220841,1.2296021688389236e-05,15.7293483560703,27.2,5.139214611307711e-11,4.317011108721294e-11,0,2,watch
2023 XL13,2023,12,344,-836.5631851665626,7197301.001309818,2.4197172498519164e-05,10.8355664224957,25.73,3.642894326589584e-11,1.5612230047800894e-10,0,2,monitor
2023 XM15,2023,12,344,-836.4527684998959,5265625.275377938,4.872643303837124e-05,6.57854806055043,24.21,6.08758057777118e-11,4.699177051102671e-10,1,2,monitor
2023 XH3,2023,12,344,-836.2867962776737,1753901.7631867693,1.3358713030817226e-05,15.0998887959243,27.02,1.1500933829697324e-10,5.101632872969155e-11,0,2,watch
2023 XT4,2023,12,344,-836.2180462776737,1702558.643585849,1.4647537566824932e-05,8.93227324844202,26.82,7.684657938603491e-11,2.3533455720739835e-11,0,2,watch
2023 XR16,2023,12,344,-836.1923518332293,4058888.993190342,1.5127411488457003e-05,5.44019779202105,26.75,2.0275526311896446e-11,9.615925374559768e-12,1,2,watch
2023 XC13,2023,12,345,-836.1270740554514,1276342.686623596,1.4988722546301033e-05,25.630779407998,26.77,3.009949014619328e-10,2.0762771780813326e-10,0,4,watch
2023 XZ13,2023,12,345,-836.082629611007,880182.2084554348,6.978540777231798e-06,8.69108701100121,28.43,6.890744271140588e-11,2.4094055165916216e-12,0,4,watch
2025 FN2,2023,12,345,-836.0715184998959,7040291.85675433,2.408599658961537e-05,10.2419343039015,25.74,3.5039342080423686e-11,1.3757061415546601e-10,1,4,monitor
2023 XP1,2023,12,345,-835.9652684998958,5808184.972505728,3.782375314963675e-05,9.58138216964721,24.76,6.239536718141421e-11,4.662491260319743e-10,0,3,monitor
2023 XH2,2023,12,345,-835.5367962776737,1908410.494151264,1.835543243648952e-05,10.0459876069105,26.33,9.662410018263136e-11,5.857967807834272e-11,0,0,watch
2010 XF3,2023,12,345,-835.4242962776736,7429442.82089267,4.38293086746002e-05,3.9732597276149,24.44,2.3439877154215352e-11,1.2475432629772046e-10,0,0,monitor
2023 XN3,2023,12,346,-835.1055462776736,5264623.88503851,1.4919855621767028e-05,8.36530648039105,26.78,2.3707137992129063e-11,2.1813503221074642e-11,1,2,monitor
2023 WO3,2023,12,346,-834.8520740554515,3560531.475274112,3.888343469413916e-05,9.29055307298126,24.7,1.0145918276368824e-10,4.762608051162715e-10,1,3,watch
2023 YC,2023,12,346,-834.7861018332293,4657504.587665618,5.620366293011077e-05,14.3169274399035,23.9,1.7276714362411276e-10,3.415555545049344e-09,1,3,watch
2023 XO14,2023,12,346,-834.7027684998959,991301.1522395548,4.986141746700279e-06,3.57850374842076,29.16,1.7999501857143323e-11,1.4899258580617888e-13,0,0,watch
2023 XZ2,2023,12,346,-834.6916573887847,1284076.633456569,9.90295078034481e-06,6.69571360683529,27.67,5.163813479674038e-11,4.0865370762337585e-12,1,0,watch
2023 XO1,2023,12,346,-834.2583240554515,1655609.488707051,1.311488903939907e-05,7.21369592858711,27.06,5.7143198509491527e-11,1.1017355637940207e-11,0,0,watch
2023 XR14,2023,12,347,-834.1062407221182,455570.6963631229,7.273854683840595e-06,10.3175349872714,28.34,1.647345862935714e-10,3.845152822064926e-12,1,0,watch
2023 XH7,2023,12,347,-834.0062407221182,940147.699417107,1.0227385369094841e-05,19.7988923490917,27.6,2.1538201078503826e-10,3.935894901840233e-11,1,0,watch
2023 XQ16,2023,12,347,-833.532629611007,126364.1340602873,2.5927737464327786e-06,3.15871157229184,30.58,6.48113050280896e-11,1.6322310965029907e-14,1,0,watch
2023 YG,2023,12,347,-833.4131851665626,3081715.271528093,1.3420374048556736e-05,9.33367745791782,27.01,4.064666320445868e-11,1.9763655838464996e-11,1,0,watch
2023 YA,2023,12,348,-833.0367962776737,1574247.7627540298,3.449567285759095e-05,10.063722837524,24.96,2.205211269447022e-10,3.9019260968434774e-10,0,2,watch
2023 XU4,2023,12,348,-832.4131851665626,1511124.7182134856,1.1370108801958289e-05,6.19408220332701,27.37,4.6605940417256775e-11,5.293167459884848e-12,0,2,watch
2023 XB12,2023,12,348,-832.2506851665626,5011535.77076554,2.2068083600414195e-05,4.87591315567138,25.93,2.1470875210630013e-11,2.3981350042075222e-11,0,2,monitor
2023 XO10,2023,12,348,-832.1833240554514,4015201.102386146,1.6663438406143788e-05,16.4541038201667,26.54,6.828598083734902e-11,1.175736960921293e-10,0,2,watch
2023 XB3,2023,12,348,-832.1444351665625,5310322.403300404,1.4380189876538323e-05,9.94837434605969,26.86,2.693989200548513e-11,2.7622688276581126e-11,0,2,monitor
