des,year,month,day_of_year,days_from_now,dist_km,diameter_km,v_rel,h,threat_score,kinetic_energy_megatons,india_visible,best_observatory,threat_category
2020 AN3,2020,1,17,-2260.074296277674,3045775.5899431407,0.0002653167205294178,17.2125184262147,20.53,1.4993780093236329e-09,5.193385259601811e-07,0,3,watch
2020 AL3,2020,1,17,-2260.0736018332295,2326656.55672442,1.9487881068282275e-05,12.5373571501316,26.2,1.0501185675479227e-10,1.0918769552976633e-10,0,3,watch
2019 YG1,2020,1,17,-2259.9944351665627,6714769.341747379,3.08862100406124e-05,4.46089331433437,25.2,2.0518960646746586e-11,5.5030743234519945e-11,0,3,monitor
2020 BH10,2020,1,17,-2259.938879611007,985683.1778281814,1.2296021688389236e-05,12.3210093354087,27.2,1.536998920330972e-10,2.6488311671339748e-11,0,0,watch
2020 BZ,2020,1,17,-2259.918046277674,4145853.268559937,1.2875515337365378e-05,10.8310543175697,27.1,3.363732311591096e-11,2.3501910725612062e-11,0,0,watch
2020 BL,2020,1,17,-2259.6506851665627,3136348.2009248706,1.4117721831528303e-05,6.99127872376829,26.9,3.1470016065096735e-11,1.2908474996530707e-11,0,0,watch
2020 BN1,2020,1,17,-2259.6027684998962,1317505.888937417,1.0227385369094841e-05,9.66568594597419,27.6,7.503169121001004e-11,9.380523262076335e-12,0,0,watch
2020 BB3,2020,1,17,-2259.577768499896,7004034.051116582,0.00011214105060766336,17.0388049861195,22.4,2.7280699641057886e-10,3.842730870066526e-08,0,0,monitor
2019 YQ3,2020,1,17,-2259.350685166563,6993562.901252169,1.7773158770352298e-05,3.11744156122815,26.4,7.922540285593556e-12,5.121042106029756e-12,1,0,monitor
2020 BR15,2020,1,17,-2259.346518499896,4048704.5417563696,2.1368036680403075e-05,7.72802144360105,26.0,4.0786538995550545e-11,5.468879338962498e-11,1,0,watch
2020 AD1,2020,1,17,-2259.2548518332296,3490385.584360676,1.9044282737485533e-05,4.48799998724176,26.25,2.4487478135891676e-11,1.3057721410987535e-11,1,0,watch
2020 BO,2020,1,18,-2259.1013796110074,4730719.903788526,2.816855834366184e-05,10.5516114632884,25.4,6.282842551833672e-11,2.335604410180018e-10,1,0,watch
2020 BG11,2020,1,18,-2258.955546277674,6555561.861318469,1.9487881068282275e-05,9.56858919377433,26.2,2.8444782025445115e-11,6.360005974239799e-11,1,0,monitor
2020 BH1,2020,1,18,-2258.922907388785,4162959.4110328914,4.10926946031321e-05,14.0927854546036,24.58,1.3911029909604668e-10,1.2934670959742559e-09,1,0,watch
2020 AH1,2020,1,18,-2258.6194351665627,6078602.311142296,4.2634838333280954e-05,8.00893345129308,24.5,5.617402906783007e-11,4.66563837677017e-10,1,0,monitor
2009 BH2,2020,1,18,-2258.5090184998962,5847778.510218075,0.00010369662472041996,17.9880408372994,22.57,3.1897567886706165e-10,3.3863312178005566e-08,1,0,monitor
2020 BQ,2020,1,18,-2258.440268499896,4855345.474937906,3.888343469413916e-05,17.5510934257186,24.7,1.4055576447696383e-10,1.699691335811738e-09,0,2,watch
2020 BO15,2020,1,18,-2258.2694351665627,2032406.9800774464,1.620931344815481e-05,7.4779325274418,26.6,5.96397047784385e-11,2.235243234578222e-11,0,2,watch
2020 AQ3,2020,1,18,-2258.261796277674,6456530.493394469,6.453043913459657e-05,12.4409890294191,23.6,1.243427079231582e-10,3.9036558136158975e-09,0,2,monitor
2021 BA,2020,1,19,-2258.0034629443403,5830652.00365199,2.1368036680403075e-05,8.81194288896098,26.0,3.229380157810801e-11,7.110580412387505e-11,0,2,monitor
2020 AM3,2020,1,19,-2257.870129611007,2856196.7451513703,3.386605587103022e-05,17.4665751492489,25.0,2.071019830423699e-10,1.1121854727965365e-09,0,2,watch
2020 BK,2020,1,19,-2257.8534629443407,2454720.502443343,1.5479774167485416e-05,4.48311772567882,26.7,2.82711004738352e-11,6.997163009359807e-12,0,2,watch
2020 BY10,2020,1,19,-2257.372907388785,1643484.1012237184,9.767077201869688e-06,7.27966618709422,27.7,4.326239700174076e-11,4.6343052312452346e-12,0,2,watch
2020 BO1,2020,1,19,-2257.3458240554514,5115647.383056148,0.00012875515337365377,20.7001026487494,22.1,5.209985543995522e-10,8.584335894761819e-08,0,4,monitor
2020 BE5,2020,1,19,-2257.1999907221184,3923484.821391794,1.9487881068282275e-05,13.5699161456068,26.2,6.740153817094154e-11,1.2791339696206787e-10,0,4,watch
2019 YA5,2020,1,19,-2257.188879611007,4494799.622793142,2.1368036680403075e-05,5.21761540137258,26.0,2.480426418018685e-11,2.4929055898269098e-11,0,4,watch
2020 AQ1,2020,1,20,-2257.0256851665627,4013467.6058155205,0.00012816357718006173,27.5097474565357,22.11,8.784791575845551e-10,1.4953226496754628e-07,0,0,watch
2020 BX1,2020,1,20,-2256.8597129443406,7123544.08640114,3.08862100406124e-05,13.1487528917496,25.2,5.701026605028842e-11,4.781133076166545e-10,0,0,monitor
2020 BQ9,2020,1,20,-2256.636796277674,3420167.468001514,1.0227385369094841e-05,10.8737826748598,27.6,3.251605860708363e-11,1.1871975790923325e-11,0,2,watch
2020 BF8,2020,1,20,-2256.620129611007,4154000.7093839734,7.409085738917131e-06,4.69122696446802,28.3,8.367283790285625e-12,8.401069825578646e-13,0,1,watch
2020 BK3,2020,1,20,-2256.2708240554516,298913.99742828537,1.4117721831528303e-05,10.5277451781459,26.9,4.972258884394851e-10,2.927065449168658e-11,1,4,watch
2013 DU,2020,1,20,-2256.2520740554514,5705263.634108567,5.6463087251073626e-05,6.36464883266169,23.89,6.298880216727639e-11,6.844009406719985e-10,1,3,monitor
2020 BR5,2020,1,20,-2256.1638796110074,6237499.11423956,2.6900764377109344e-05,5.12988072297704,25.5,2.212388492311707e-11,4.808130417446806e-11,1,3,monitor
2020 BQ2,2020,1,21,-2255.965268499896,7317366.42445898,3.08862100406124e-05,8.72323044042445,25.2,3.6820286423681986e-11,2.1043423488626668e-10,0,0,monitor
2020 BL15,2020,1,21,-2255.897907388785,4711697.935438167,1.7773158770352298e-05,9.74250460618249,26.4,3.675003863983214e-11,5.001530760736121e-11,0,0,watch
2020 BP1,2020,1,21,-2255.824296277674,5332931.080444656,1.2296021688389236e-05,5.20352210372592,27.2,1.1997646262117427e-11,4.724507165580944e-12,0,0,monitor
2020 BS1,2020,1,21,-2255.572907388785,2543163.38433813,1.8525273161712654e-05,5.51809386850922,26.31,4.019568576507692e-11,1.816937015231291e-11,0,0,watch
2020 BP,2020,1,21,-2255.422907388785,1411412.3081225527,2.5221134637242833e-05,16.7097036816061,25.64,2.985928944199248e-10,4.2043532810861826e-10,0,0,watch
2020 BB,2020,1,21,-2255.397907388785,767114.7219818629,6.453043913459658e-06,3.73634756024879,28.6,3.1430520352864966e-11,3.520920675975734e-13,0,0,watch
2020 BE13,2020,1,21,-2255.301379611007,5083591.164384756,1.9487881068282275e-05,11.7645380308665,26.2,4.5099204588879853e-11,9.614162549066443e-11,1,0,monitor
2020 BY,2020,1,21,-2255.225685166563,1467159.6232598023,4.2634838333280954e-05,16.7492128309329,24.5,4.867227600429184e-10,2.0405653456884045e-09,1,0,watch
2020 BN,2020,1,21,-2255.143046277674,3761427.234270889,9.327486314884534e-06,6.07463870923799,27.8,1.506372605378031e-11,2.8106230985325183e-12,0,2,watch
2020 BB5,2020,1,22,-2255.126379611007,265498.96270433074,3.888343469413916e-06,9.02479096074686,29.7,1.3217184217071665e-10,4.494030411853283e-13,0,2,watch
2020 BP8,2020,1,22,-2255.0548518332293,6788279.450835155,2.6900764377109344e-05,16.4924433067041,25.5,6.5356668742018e-11,4.969717523029905e-10,0,2,monitor
2020 BU,2020,1,22,-2255.002768499896,7422208.876816108,2.1565752689489283e-05,4.23380533616646,25.98,1.230162076149667e-11,1.6874211044296352e-11,0,2,monitor
2020 BJ13,2020,1,22,-2254.9680462776737,2133248.9218672104,1.4117721831528303e-05,4.75769580421668,26.9,3.148616424199063e-11,5.9779881008489314e-12,0,2,watch
2020 CD,2020,1,22,-2254.930546277674,2518584.4724437706,7.409085738917131e-06,5.14508483114044,28.3,1.5135634744437803e-11,1.0105243525826492e-12,0,2,watch
2020 BP9,2020,1,22,-2254.921518499896,3304427.2928728596,1.4117721831528303e-05,15.913292112309,26.9,6.798740342993405e-11,6.687776863869036e-11,0,2,watch
2020 BF6,2020,1,22,-2254.4208240554517,2792431.8237393424,2.816855834366184e-05,8.74063185238544,25.4,8.817081806662962e-11,1.60268200854334e-10,0,4,watch
2020 BH15,2020,1,22,-2254.1548518332293,2837380.7692877306,1.3482319680622481e-05,10.1120795949351,27.0,4.804934579472694e-11,2.3520289523143414e-11,0,2,watch
2020 BM13,2020,1,22,-2254.1423518332294,2593381.556734674,1.7773158770352298e-05,10.9924666083029,26.4,7.533440414882677e-11,6.367251650596833e-11,0,4,watch
2019 TF2,2020,1,23,-2254.0062407221185,6220379.241858187,1.8610781937477092e-05,1.58412222785707,26.3,4.7395427511187196e-12,1.5182352842673237e-12,0,0,monitor
2020 BY11,2020,1,23,-2253.9048518332293,774528.0538921788,8.506768623118623e-06,12.3873212138228,28.0,1.3605198016611644e-10,8.865770875394129e-12,0,0,watch
2020 BB1,2020,1,23,-2253.7798518332293,985846.0904669549,8.506768623118623e-06,11.3603267253458,28.0,9.802713818114685e-11,7.456642957429988e-12,0,1,watch
2020 BF15,2020,1,23,-2253.7687407221183,4733734.596780867,3.713339185195154e-05,17.1018782477798,24.8,1.3415427785305795e-10,1.4055597921664712e-09,0,0,watch
2020 BH7,2020,1,23,-2253.638185166563,4695489.605725003,9.327486314884534e-06,7.80428073913029,27.8,1.5503031186140805e-11,4.639033106402312e-12,0,1,watch
2018 BM5,2020,1,23,-2253.171518499896,5025695.205225791,1.1111293527590923e-05,8.58997969539403,27.42,1.8991558758343167e-11,9.500489430217613e-12,1,3,monitor
2026 AX,2020,1,24,-2252.9972129443404,4949901.262002988,1.418288627471135e-05,4.22700088564167,26.89,1.2111569437629676e-11,4.784387887588811e-12,0,0,watch
2020 BF1,2020,1,24,-2252.913185166563,2974495.739268563,1.9487881068282275e-05,4.60944450284489,26.2,3.0199507458154154e-11,1.4759066364479527e-11,0,0,watch
2020 BG6,2020,1,24,-2252.680546277674,5675399.911339112,4.1282369863394274e-05,8.29856310054743,24.57,6.036303284409119e-11,4.547445531199142e-10,0,0,monitor
2012 RK15,2020,1,24,-2252.5673518332296,3009421.4446977824,7.24043435732271e-05,15.2481502999025,23.35,3.6685865820339353e-10,8.283159664889146e-09,0,0,watch
2020 BW12,2020,1,24,-2252.3486018332296,2721089.8790936028,2.0406316607619012e-05,9.8377011758347,26.1,7.377604335219502e-11,7.718785239630573e-11,1,0,watch
2020 BF9,2020,1,24,-2252.325685166563,2920100.8558878964,1.6973234855868285e-05,5.81100283446761,26.5,3.377674975118104e-11,1.5497579723039164e-11,1,0,watch
2020 BP12,2020,1,25,-2251.9826296110073,1352254.4362512375,2.5221134637242833e-05,8.5716554032538,25.64,1.598714481490881e-10,1.1063463594676557e-10,1,0,watch
2020 BH6,2020,1,25,-2251.924296277674,70222.68232928702,6.453043913459658e-06,10.2000524662641,28.6,9.373237293293097e-10,2.6240162239707787e-12,1,0,watch
2026 FP1,2020,1,25,-2251.9048518332293,5269059.29631557,6.4174814282141045e-06,6.8630535712032,28.612,8.358896030043311e-12,1.1684132743987721e-12,1,0,monitor
2020 AK3,2020,1,25,-2251.832629611007,3197053.322877174,2.0126331447390137e-05,6.92662239331534,26.13,4.3604996232380675e-11,3.671171978426881e-11,0,2,watch
2020 BK8,2020,1,25,-2251.531240722118,3016812.0864807465,6.757166503609713e-06,7.70567397139466,28.5,1.725945155171584e-11,1.7194239213903149e-12,0,2,watch
2020 BW10,2020,1,25,-2251.2333240554517,2396083.6847529057,2.6900764377109344e-05,7.75132870215521,25.5,8.702395010368981e-11,1.0977767093090386e-10,0,2,watch
2020 BZ10,2020,1,25,-2251.1555462776737,6299476.108478437,1.0709387191897302e-05,3.66573291553874,27.5,6.231907615579349e-12,1.5491138718941594e-12,0,2,monitor
2020 BX9,2020,1,26,-2251.0520740554516,3105126.476949692,1.8610781937477092e-05,9.00786080565599,26.3,5.398921249156141e-11,4.909135706928072e-11,0,2,watch
2020 BE9,2020,1,26,-2250.6624907221185,6735993.28295242,8.086575031661402e-05,13.5752361101347,23.11,1.6297101372554758e-10,9.14653263635912e-09,0,2,monitor
2020 BH3,2020,1,26,-2250.647907388785,1956151.5326189473,2.1368036680403075e-05,6.80655387219954,26.0,7.435144485640989e-11,4.2424455494890496e-11,0,2,watch
2020 BE8,2020,1,26,-2250.640268499896,4294711.433060727,3.1171996623458765e-05,4.55191586703717,25.18,3.303884515855077e-11,5.890472833548866e-11,1,2,watch
2020 BZ14,2020,1,26,-2250.544435166563,3360683.9404163035,5.173263747497998e-05,6.71938514821306,24.08,1.0343475378532938e-10,5.867063312808217e-10,0,2,watch
2020 BY5,2020,1,26,-2250.188879611007,4536500.154189283,1.6740353343143497e-05,7.78535197255746,26.53,2.872909478488539e-11,2.6688133895004145e-11,0,2,watch
2020 BN3,2020,1,27,-2249.937490722118,2625286.54562192,3.08862100406124e-05,28.8987245575616,25.2,3.3999034432228215e-10,2.3095057925454323e-09,0,2,watch
2020 BA13,2020,1,27,-2249.4347129443404,197548.93487281993,5.620366293011076e-06,10.3082741197577,28.9,2.9327556961571775e-10,1.7706536636074131e-12,1,4,watch
2020 CE1,2020,1,27,-2249.4083240554514,4769956.540978662,2.4421066179025817e-05,15.5584761006955,25.71,7.965577280121724e-11,3.308992773838161e-10,1,4,watch
2020 CL,2020,1,27,-2249.2444351665627,2154203.9735688874,1.1214105060766337e-05,15.5608459000052,27.4,8.100484582616206e-11,3.2050005498594014e-11,0,3,watch
2020 BY4,2020,1,27,-2249.2180462776737,2648064.1083967513,2.0406316607619012e-05,21.1562238007731,26.1,1.630325337408853e-10,3.5697517048543506e-10,0,3,watch
2020 CM,2020,1,28,-2249.140268499896,2222667.117764754,8.907680276931144e-06,10.6731092561404,27.9,4.27741266582752e-11,7.556898948998443e-12,0,3,watch
2020 BK13,2020,1,28,-2249.027768499896,579407.8409555152,6.757166503609713e-06,9.8726189479189,28.5,1.1513639502662854e-10,2.822451282631008e-12,0,0,watch
2020 BO2,2020,1,28,-2248.993740722118,4016122.2317126063,1.7773158770352298e-05,10.7046827312179,26.4,4.737306655306973e-11,6.038225177656965e-11,0,0,watch
2020 BJ7,2020,1,28,-2248.807629611007,476272.4858369415,8.506768623118623e-06,20.248520952487,28.0,3.6166162821790295e-10,2.3689086631468788e-11,0,0,watch
2020 CB,2020,1,28,-2248.679157388785,1115584.5239036777,9.767077201869688e-06,8.77434795151865,27.7,7.682047572573652e-11,6.732733275594913e-12,0,0,watch
2020 BG13,2020,1,28,-2248.6437407221183,826068.0993035077,9.327486314884534e-06,8.4889779217842,27.8,9.585266088783686e-11,5.4887381528978395e-12,0,0,watch
2020 BJ14,2020,1,28,-2248.643046277674,3249446.3523373012,4.783707540612207e-05,15.4513207095352,24.25,2.2746828652042494e-10,2.452973849672574e-09,0,0,watch
2020 BA15,2020,1,28,-2248.388185166563,376546.92589022964,1.1214105060766337e-05,12.2259513980321,27.4,3.641062880043884e-10,1.978458908258698e-11,1,0,watch
2020 CP,2020,1,28,-2248.336796277674,4195219.942796208,1.3482319680622481e-05,5.34249708723227,27.0,1.71693628951551e-11,6.5652352508106965e-12,1,0,watch
2020 BG9,2020,1,28,-2248.2395740554516,4778457.862353782,1.620931344815481e-05,10.1893029684033,26.6,3.45637882326554e-11,4.1500244563594125e-11,1,0,watch
2020 BZ13,2020,1,29,-2248.0861018332293,107057.85981288026,3.546211391244255e-06,24.3981949168962,29.9,8.08171925828892e-10,2.4915929748993053e-12,0,2,watch
2020 BL13,2020,1,29,-2248.0354073887847,1839735.7146222305,1.5840344427676464e-05,5.48161315158643,26.65,4.7197344515453864e-11,1.1209299445971295e-11,0,2,watch
2020 BJ1,2020,1,29,-2247.8708240554515,5938024.223150122,4.805788131372848e-05,11.0496389849058,24.24,8.94274288787665e-11,1.2719143948074926e-09,0,2,monitor
2021 BZ,2020,1,29,-2247.449296277674,5527213.694291864,3.782375314963675e-05,12.9495632789365,24.76,8.861627430181117e-11,8.516711754833079e-10,0,2,monitor
2020 BK16,2020,1,29,-2247.225685166563,2851885.1181687275,1.620931344815481e-05,7.39688580630517,26.6,4.204181992141319e-11,2.1870541335586822e-11,0,2,watch
2020 CS,2020,1,30,-2246.8312407221183,1745928.8928739482,8.123900966078055e-06,6.15795693479888,28.1,2.8653304550869518e-11,1.9082488060652907e-12,0,2,watch
2020 BL11,2020,1,30,-2246.776379611007,1731231.3346934274,9.327486314884534e-06,3.21173622391491,27.8,1.7304114750724642e-11,7.856723050707814e-13,1,2,watch
2015 DJ155,2020,1,30,-2246.7736018332293,5845471.056069917,5.392182970865682e-05,8.90348935274082,23.99,8.213066698753102e-11,1.166493147645435e-09,1,2,monitor
2018 AL12,2020,1,30,-2246.7298518332295,7139960.555386491,3.5299180299182216e-05,17.620949481616,24.91,8.711603768246239e-11,1.2818001461526863e-09,1,2,monitor
2020 BV7,2020,1,30,-2246.534018499896,2266235.2732909955,8.546034083029767e-06,8.32228440599746,27.99,3.138355801824506e-11,4.057390529722604e-12,0,4,watch
2020 CC1,2020,1,30,-2246.3409629443404,4526751.1544982465,8.907680276931144e-06,7.65599880852045,27.9,1.5065371887981557e-11,3.8883506178741565e-12,0,3,watch
2020 BP11,2020,1,30,-2246.3395740554515,4698108.879800522,1.4783069563234703e-05,7.69927734721735,26.8,2.4226546366329403e-11,1.797469927424738e-11,0,3,watch
2020 CY,2020,1,30,-2246.1770740554516,1282814.8420266835,1.2875515337365378e-05,10.335380896277,27.1,1.0373543467683048e-10,2.1400044564884508e-11,0,0,watch
2020 CO8,2020,1,31,-2246.133324055452,1949448.9809124635,8.506768623118623e-06,5.82620670694368,28.0,2.5423692998230493e-11,1.9612523737205068e-12,0,0,watch
2020 BR8,2020,1,31,-2246.090268499896,3698210.392585056,2.5690030538448946e-05,29.295958635098,25.6,2.0350764074910462e-10,1.3657686261833386e-09,0,0,watch
2020 CZ,2020,1,31,-2245.9798518332295,314873.9766657159,4.464415636031336e-06,14.4889659453742,29.4,2.0543065134000047e-10,1.753220289265991e-12,0,0,watch
2020 BZ4,2020,1,31,-2245.440268499896,2172278.389565159,1.0227385369094841e-05,8.91566352632466,27.6,4.197616987901735e-11,7.981215634155593e-12,1,3,watch
2020 CJ,2020,1,31,-2245.346518499896,353436.81968505,1.4117721831528303e-05,6.54509097176354,26.9,2.6143788240213565e-10,1.131339835154532e-11,1,3,watch
2020 CD1,2020,2,32,-2245.0138796110073,2906458.208871359,2.0406316607619012e-05,16.2602994552887,26.1,1.1416397380376107e-10,2.1087193512613807e-10,0,0,watch
755140,2020,2,32,-2244.794435166563,5221171.045564599,0.0001240979537626833,9.04470347001876,22.18,2.149765221679677e-10,1.4674062713400986e-08,0,0,monitor
2020 CW,2020,2,32,-2244.605546277674,15702.370545793712,1.0417526659270679e-06,21.2837453781035,32.56,1.412041476405719e-09,4.806819496872414e-14,1,0,watch
2020 BN12,2020,2,32,-2244.443046277674,1316636.3266445664,2.2375081223848856e-05,6.95653455381359,25.9,1.182202120115965e-10,5.088005802193279e-11,1,0,watch
2020 DO1,2020,2,33,-2243.7347129443406,5542460.003257992,2.7149674085266434e-05,6.49537895440942,25.48,3.181753617867394e-11,7.92447851419225e-11,0,0,monitor
2020 CA,2020,2,33,-2243.4812407221184,219245.44506229032,4.071595451450587e-06,13.2600419467177,29.6,2.4625153084006234e-10,1.1139135847246322e-12,1,0,watch
2020 BD9,2020,2,33,-2243.185407388785,6291324.646196124,3.546211391244255e-05,7.57251355344814,24.9,4.268375156863932e-11,2.400169005577507e-10,1,0,monitor
2020 DS1,2020,2,34,-2243.024990722118,4402155.086266353,2.0500507885434345e-05,8.36073690993499,26.09,3.8935328172532655e-11,5.652633391943968e-11,0,2,watch
2020 BT14,2020,2,34,-2242.7937407221184,187798.20686654313,9.767077201869688e-06,8.43247347218828,27.7,4.3855913631864336e-10,6.218300017013575e-12,0,2,watch
2020 CK,2020,2,34,-2242.5673518332296,544235.0353581647,7.075621949863019e-06,22.4715211926155,28.4,2.9215316594354e-10,1.6789070387859238e-11,0,2,watch
2020 CQ,2020,2,34,-2242.4111018332296,1528382.1747402626,1.3482319680622481e-05,14.8184756440719,27.0,1.307182386151866e-10,5.0508999498822905e-11,0,2,watch
809875,2020,2,34,-2242.3513796110074,4360792.546102245,0.0002533755010531156,25.2808523253224,20.63,1.4688955177892559e-09,9.757647571572671e-07,0,2,watch
2013 BA74,2020,2,35,-2241.9833240554517,1418636.9425062858,2.816855834366184e-05,7.38518638521221,25.4,1.4664079817570764e-10,1.1441543744001966e-10,1,2,watch
2022 CB3,2020,2,35,-2241.6965184998962,4600161.376735633,2.640977009289237e-06,15.8869826173185,30.54,9.120800859618875e-12,4.3635961038033994e-13,0,2,watch
2020 CQ1,2020,2,35,-2241.6708240554517,64517.7831771523,5.724856703770712e-06,6.06539717781806,28.86,5.382009111987024e-10,6.478585494410746e-13,0,2,watch
2020 CO,2020,2,35,-2241.386796277674,4388549.868138694,2.0406316607619012e-05,17.4894572549664,26.1,8.132422161392298e-11,2.4395760959742123e-10,0,2,watch
2020 CN,2020,2,35,-2241.3479073887847,1842078.97202241,1.1214105060766337e-05,14.7771930312444,27.4,8.995976702001182e-11,2.8903177999524395e-11,0,2,watch
2020 CH1,2020,2,35,-2241.2069351665627,5820888.457993952,2.6900764377109344e-05,7.81292194973087,25.5,3.610678575670351e-11,1.1152922288657927e-10,0,0,monitor
2020 CR,2020,2,35,-2241.1881851665626,991080.4425286012,1.0709387191897302e-05,22.3776468774477,27.5,2.418077025540972e-10,5.772853511703053e-11,0,0,watch
2020 CC,2020,2,36,-2241.126379611007,711485.2488049006,8.506768623118623e-06,10.7542043927157,28.0,1.285810614460743e-10,6.682181647870099e-12,0,0,watch
2020 BR11,2020,2,36,-2241.015268499896,4019335.523011099,7.758265192176931e-06,3.17770796817159,28.2,6.133725582058318e-12,4.425778457627819e-13,0,0,watch
2020 CT,2020,2,36,-2240.771518499896,1641346.6348418382,7.758265192176931e-06,13.2381858018686,28.2,6.257383658882318e-11,7.681015633984907e-12,1,2,watch
2020 BY13,2020,2,36,-2240.438879611007,4134513.96951698,2.816855834366184e-05,9.38856714954893,25.4,6.396456837860247e-11,1.849099742864299e-10,1,3,watch
2020 CR1,2020,2,37,-2240.080546277674,934018.376861551,1.2875515337365378e-05,7.86958446973968,27.1,1.084828286562128e-10,1.2406957861990866e-11,0,0,watch
2020 BF10,2020,2,37,-2239.438879611007,1094188.2580612686,1.2296021688389236e-05,8.57265860581941,27.2,9.633588677974071e-11,1.282309212494789e-11,1,3,watch
2020 DV,2020,2,38,-2238.532629611007,4065408.754894908,1.5479774167485416e-05,10.3280882514927,26.7,3.932605141425666e-11,3.713655255708147e-11,1,0,watch
2020 BF11,2020,2,38,-2238.205546277674,6434574.371675661,3.386605587103022e-05,13.8609582905133,25.0,7.295214271807381e-11,7.004033553300979e-10,1,0,monitor
2020 BL8,2020,2,39,-2237.906240722118,2528594.229054721,2.4421066179025817e-05,3.19348724456355,25.71,3.084257744688285e-11,1.3940940584299564e-11,0,0,watch
2020 DE2,2020,2,39,-2237.835407388785,2709909.8774846867,1.0709387191897302e-05,3.35993400677255,27.5,1.3278240179392632e-11,1.3014371491239276e-12,0,0,watch
2020 BQ11,2020,2,39,-2237.427768499896,5405921.045506392,4.4644156360313364e-05,21.260086851933,24.4,1.7557390011097176e-10,3.774781112401569e-09,1,0,monitor
2020 CV2,2020,2,40,-2236.538185166563,3550997.7806425467,2.342958631444978e-05,8.9685549544949,25.8,5.917478562439482e-11,9.709718781432639e-11,1,0,watch
2020 DM,2020,2,40,-2236.3249907221184,2162364.5042165434,1.4117721831528303e-05,10.3581306011793,26.9,6.762652930943889e-11,2.8335081730995708e-11,1,0,watch
2020 BW5,2020,2,40,-2236.2784629443404,1981631.7246900771,1.769149852345745e-05,9.00666874095757,26.41,8.040922273629924e-11,4.215897899088124e-11,0,2,watch
2020 CJ2,2020,2,40,-2236.2423518332293,1671667.4326189368,1.2296021688389236e-05,7.54291707233729,27.2,5.548225089835976e-11,9.927510857281271e-12,0,2,watch
2020 BK10,2020,2,41,-2236.118740722118,730668.5178504814,2.0406316607619012e-05,11.4767280444818,26.1,3.205253002883043e-10,1.0505044242558705e-10,0,2,watch
2020 CY1,2020,2,41,-2235.8659629443405,2252117.670590505,6.191054405773248e-05,40.1909365794726,23.69,1.1048458001630765e-09,3.597642111587501e-08,0,2,watch
2020 CW2,2020,2,41,-2235.718740722118,6102648.1535775205,1.8610781937477092e-05,6.50591320404401,26.3,1.984058869158889e-11,2.560815174556018e-11,0,2,monitor
2020 DY2,2020,2,41,-2235.596518499896,3244194.5076361755,3.234183227462154e-05,8.46684208296935,25.1,8.440714201893698e-11,2.2761696278663835e-10,0,2,watch
2020 BC10,2020,2,41,-2235.470129611007,5829378.913562004,3.08862100406124e-05,7.55583054532307,25.2,4.0033590664553906e-11,1.5787963854979688e-10,0,2,monitor
2020 DG3,2020,2,41,-2235.299296277674,2994697.568709598,1.0562448891049941e-05,2.6928311235486,27.53,9.497750761846244e-12,8.020102910398045e-13,0,2,watch
2020 DF,2020,2,41,-2235.1784629443405,1322951.2638492708,1.9668200211683084e-05,9.1746421657722,26.18,1.3639859903978792e-10,6.010906519137175e-11,0,2,watch
2020 CK2,2020,2,42,-2234.9367962776737,476503.47551906505,4.718072612565148e-06,5.45457146978423,29.28,5.4008135484918484e-11,2.932803579826073e-13,1,2,watch
2020 CF2,2020,2,42,-2234.9201296110073,523023.749859864,1.0227385369094841e-05,3.48427163033802,27.6,6.81326396815042e-11,1.2189495018753268e-12,1,2,watch
2020 DO2,2020,2,42,-2234.7520740554514,1993842.5901433202,1.4513248135227007e-05,22.3325536182106,26.84,1.625594185602456e-10,1.4309961828882836e-10,1,2,watch
2020 CH,2020,2,43,-2234.085407388785,4447149.454643308,2.9496101599085644e-05,9.44235696939065,25.3,6.262724546241265e-11,2.1474473978311805e-10,0,1,watch
2020 DB1,2020,2,43,-2233.8958240554516,2713034.3299032995,4.2634838333280954e-05,14.6978884287056,24.5,2.309746286995194e-10,1.5713451783735073e-09,1,2,watch
2020 DT,2020,2,43,-2233.6847129443404,1671353.1662322362,8.506768623118623e-06,14.7223667690262,28.0,7.493315609119694e-11,1.2523247687957552e-11,1,4,watch
2020 DF1,2020,2,43,-2233.6145740554516,4540772.492915209,4.015731067555059e-05,15.9836362247548,24.63,1.4135476873239783e-10,1.552790545728403e-09,1,3,watch
2020 DH,2020,2,43,-2233.5986018332296,2804613.218958583,2.342958631444978e-05,13.3510885439702,25.8,1.115342676552616e-10,2.1517660788156258e-10,1,3,watch
2020 CF,2020,2,43,-2233.435407388785,5675801.618923556,1.1214105060766337e-05,5.29308747496656,27.4,1.0457948149949401e-11,3.7083425746899525e-12,1,3,monitor
2020 CB3,2020,2,44,-2232.772907388785,3729534.7297122297,4.2634838333280954e-05,19.554836718375,24.5,2.2354458733943843e-10,2.781442539769545e-09,1,0,watch
2020 DU,2020,2,44,-2232.5833240554516,324944.59858123306,6.162609094624733e-06,9.96007891525806,28.7,1.8889396276887162e-10,2.179150691661219e-12,1,0,watch
2020 CD3,2020,2,44,-2232.4597129443405,47061.05015846432,1.5197236447342698e-06,4.073913522604,31.74,1.315572577759495e-10,5.467456249137021e-15,1,0,watch
2020 CQ2,2020,2,45,-2232.0437407221184,148126.83883141348,6.453043913459658e-06,7.99097323272253,28.6,3.481212560049818e-10,1.6105012135924668e-12,0,0,watch
